Header	Region	Host	Subtype	Country	HA_Segment_Id	New_Data	Clade	Clade_Group	Isolate_Name	CVV	Outbreak	Outliers	date
EPI1273054|A/duck/Cambodia/Z45W9M1/2015|H5N1|2015-02-23	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273054	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z45W9M1/2015	NA	NA	N	2015-02-23
EPI1273062|A/chicken/Cambodia/Z49W9M1/2015|H5N1|2015-02-23	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273062	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z49W9M1/2015	NA	NA	N	2015-02-23
EPI1273070|A/chicken/Cambodia/Z50W9M1/2015|H5N1|2015-02-23	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273070	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z50W9M1/2015	NA	NA	N	2015-02-23
EPI1273078|A/chicken/Cambodia/Z57W9M3/2015|H5N1|2015-02-24	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273078	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z57W9M3/2015	NA	NA	N	2015-02-24
EPI1273086|A/chicken/Cambodia/Z59W9M3/2015|H5N1|2015-02-24	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273086	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z59W9M3/2015	NA	NA	N	2015-02-24
EPI1273094|A/chicken/Cambodia/Z60W9M3/2015|H5N1|2015-02-24	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273094	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z60W9M3/2015	NA	NA	N	2015-02-24
EPI1273102|A/chicken/Cambodia/Z70W10M1/2015|H5N1|2015-03-02	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273102	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z70W10M1/2015	NA	NA	N	2015-03-02
EPI1273110|A/duck/Cambodia/Z86W11M1/2015|H5N1|2015-03-09	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273110	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z86W11M1/2015	NA	NA	N	2015-03-09
EPI1273118|A/chicken/Cambodia/Z89W11M1/2015|H5N1|2015-03-09	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273118	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z89W11M1/2015	NA	NA	N	2015-03-09
EPI1273126|A/duck/Cambodia/Z143W14M1/2015|H5N1|2015-03-30	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273126	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z143W14M1/2015	NA	NA	N	2015-03-30
EPI1273134|A/duck/Cambodia/Z146W14M1/2015|H5N1|2015-03-30	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273134	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z146W14M1/2015	NA	NA	N	2015-03-30
EPI1273142|A/chicken/Cambodia/Z148W14M1/2015|H5N1|2015-03-30	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273142	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z148W14M1/2015	NA	NA	N	2015-03-30
EPI1273150|A/chicken/Cambodia/Z149W14M1/2015|H5N1|2015-03-30	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273150	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z149W14M1/2015	NA	NA	N	2015-03-30
EPI1273158|A/duck/Cambodia/Z205W17M1/2015|H5N1|2015-04-20	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273158	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z205W17M1/2015	NA	NA	N	2015-04-20
EPI1273166|A/duck/Cambodia/Z206W17M1/2015|H5N1|2015-04-20	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273166	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z206W17M1/2015	NA	NA	N	2015-04-20
EPI1273174|A/duck/Cambodia/Z223W18M1/2015|H5N1|2015-04-28	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273174	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z223W18M1/2015	NA	NA	N	2015-04-28
EPI1273182|A/duck/Cambodia/Z266W20M1/2015|H5N1|2015-05-11	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273182	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z266W20M1/2015	NA	NA	N	2015-05-11
EPI1273190|A/chicken/Cambodia/Z267W20M1/2015|H5N1|2015-05-11	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273190	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z267W20M1/2015	NA	NA	N	2015-05-11
EPI1273198|A/chicken/Cambodia/Z268W20M1/2015|H5N1|2015-05-11	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273198	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z268W20M1/2015	NA	NA	N	2015-05-11
EPI1273206|A/duck/Cambodia/Z484W31M1/2015|H5N1|2015-07-31	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273206	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z484W31M1/2015	NA	NA	N	2015-07-31
EPI1273214|A/duck/Cambodia/Z765W45M1/2015|H5N1|2015-11-02	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273214	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z765W45M1/2015	NA	NA	N	2015-11-02
EPI1273222|A/duck/Cambodia/Z793W46M3/2015|H5N1|2015-11-09	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273222	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z793W46M3/2015	NA	NA	N	2015-11-09
EPI1273230|A/duck/Cambodia/Z795W46M3/2015|H5N1|2015-11-09	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273230	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z795W46M3/2015	NA	NA	N	2015-11-09
EPI1273238|A/chicken/Cambodia/Z799W46M3/2015|H5N1|2015-11-09	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273238	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z799W46M3/2015	NA	NA	N	2015-11-09
EPI1273246|A/chicken/Cambodia/Z800W46M3/2015|H5N1|2015-11-09	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273246	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z800W46M3/2015	NA	NA	N	2015-11-09
EPI1273254|A/chicken/Cambodia/Z907W52M1/2015|H5N1|2015-12-21	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273254	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z907W52M1/2015	NA	NA	N	2015-12-21
EPI1273262|A/duck/Cambodia/Z926W53M1/2015|H5N1|2015-12-28	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273262	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z926W53M1/2015	NA	NA	N	2015-12-28
EPI1273270|A/duck/Cambodia/Z934W53M3/2015|H5N1|2015-12-29	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1273270	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z934W53M3/2015	NA	NA	N	2015-12-29
EPI127760|A/chicken/Egypt/06207-NLQP/2006|H5N1|2006-02-19	Africa	Domestic Birds	H5N1	Egypt	EPI127760	NA	2.2.1	2.2	A/chicken/Egypt/06207-NLQP/2006	NA	NA	N	2006-02-19
EPI127762|A/chicken/Egypt/06459-3-NLQP/2006|H5N1|2006-03-13	Africa	Domestic Birds	H5N1	Egypt	EPI127762	NA	2.2.1	2.2	A/chicken/Egypt/06459-3-NLQP/2006	NA	NA	N	2006-03-13
EPI127764|A/chicken/Egypt/06495-NLQP/2006|H5N1|2006-03-17	Africa	Domestic Birds	H5N1	Egypt	EPI127764	NA	2.2.1	2.2	A/chicken/Egypt/06495-NLQP/2006	NA	NA	N	2006-03-17
EPI127766|A/chicken/Egypt/06541-NLQP/2006|H5N1|2006-03-20	Africa	Domestic Birds	H5N1	Egypt	EPI127766	NA	2.2.1	2.2	A/chicken/Egypt/06541-NLQP/2006	NA	NA	N	2006-03-20
EPI127768|A/chicken/Egypt/06959-NLQP/2006|H5N1|2006-11-27	Africa	Domestic Birds	H5N1	Egypt	EPI127768	NA	2.2.1	2.2	A/chicken/Egypt/06959-NLQP/2006	NA	NA	N	2006-11-27
EPI127770|A/chicken/Ghana/2534/2007|H5N1|2007-04-24	Africa	Domestic Birds	H5N1	Ghana	EPI127770	NA	2.2	2.2	A/chicken/Ghana/2534/2007	NA	NA	N	2007-04-24
EPI1279361|A/domestic_duck/Germany-MV/AR613-L02727/2018|H5N6|2018-08-31	Europe	Domestic Birds	H5N6	Germany	EPI1279361	NA	2.3.4.4b	2.3.4.4b	A/domestic_duck/Germany-MV/AR613-L02727/2018	NA	NA	N	2018-08-31
EPI128362|A/chicken/Rostov-on-Don/35/2007|H5N1|2007-12-14	West Asia	Domestic Birds	H5N1	Russia	EPI128362	NA	2.2	2.2	A/chicken/Rostov-on-Don/35/2007	NA	NA	N	2007-12-14
EPI1301344|A/duck/Cambodia/Z3W7M1/2015|H5N1|2015-02-09	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1301344	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z3W7M1/2015	NA	NA	N	2015-02-09
EPI1301352|A/duck/Cambodia/Z564W35M1/2015|H5N1|2015-08-24	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1301352	NA	2.3.2.1c	2.3.2.1	A/duck/Cambodia/Z564W35M1/2015	NA	NA	N	2015-08-24
EPI1301377|A/chicken/Cambodia/Z207W17M1/2015|H5N1|2015-04-20	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1301377	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z207W17M1/2015	NA	NA	N	2015-04-20
EPI1301401|A/chicken/Cambodia/Z850W49M1/2015|H5N1|2015-11-30	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI1301401	NA	2.3.2.1c	2.3.2.1	A/chicken/Cambodia/Z850W49M1/2015	NA	NA	N	2015-11-30
EPI1304956|A/chicken/Nigeria/16VIR5840-40/2015|H5N1|2015-02-27	Africa	Domestic Birds	H5N1	Nigeria	EPI1304956	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-40/2015	NA	NA	N	2015-02-27
EPI1304957|A/chicken/Nigeria/16VIR5840-41/2015|H5N1|2015-03-09	Africa	Domestic Birds	H5N1	Nigeria	EPI1304957	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-41/2015	NA	NA	N	2015-03-09
EPI1304958|A/chicken/Nigeria/16VIR5840-42/2015|H5N1|2015-03-13	Africa	Domestic Birds	H5N1	Nigeria	EPI1304958	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-42/2015	NA	NA	N	2015-03-13
EPI1304959|A/chicken/Nigeria/16VIR5840-43/2015|H5N1|2015-03-18	Africa	Domestic Birds	H5N1	Nigeria	EPI1304959	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-43/2015	NA	NA	N	2015-03-18
EPI1304960|A/chicken/Nigeria/16VIR5840-44/2015|H5N1|2015-03-21	Africa	Domestic Birds	H5N1	Nigeria	EPI1304960	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-44/2015	NA	NA	N	2015-03-21
EPI1304961|A/chicken/Nigeria/16VIR5840-45/2015|H5N1|2015-03-23	Africa	Domestic Birds	H5N1	Nigeria	EPI1304961	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-45/2015	NA	NA	N	2015-03-23
EPI1304962|A/chicken/Nigeria/16VIR5840-46/2015|H5N1|2015-03-23	Africa	Domestic Birds	H5N1	Nigeria	EPI1304962	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-46/2015	NA	NA	N	2015-03-23
EPI1307763|A/chicken/Egypt/25/2015|H5N1|2015-02-12	Africa	Domestic Birds	H5N1	Egypt	EPI1307763	NA	2.2.1.2	2.2	A/chicken/Egypt/25/2015	NA	NA	N	2015-02-12
EPI1307764|A/chicken/Egypt/CA110/2015|H5N1|2015-04-10	Africa	Domestic Birds	H5N1	Egypt	EPI1307764	NA	2.2.1.2	2.2	A/chicken/Egypt/CA110/2015	NA	NA	N	2015-04-10
EPI1307765|A/chicken/Egypt/RS57/2015|H5N1|2015-12-08	Africa	Domestic Birds	H5N1	Egypt	EPI1307765	NA	2.2.1.2	2.2	A/chicken/Egypt/RS57/2015	NA	NA	N	2015-12-08
EPI1307766|A/chicken/Egypt/CAL9/2016|H5N1|2016-01-15	Africa	Domestic Birds	H5N1	Egypt	EPI1307766	NA	2.2.1.2	2.2	A/chicken/Egypt/CAL9/2016	NA	NA	N	2016-01-15
EPI1307767|A/chicken/Egypt/S52/2016|H5N1|2016-01-23	Africa	Domestic Birds	H5N1	Egypt	EPI1307767	NA	2.2.1.2	2.2	A/chicken/Egypt/S52/2016	NA	NA	N	2016-01-23
EPI1307768|A/chicken/Egypt/CAG139/2016|H5N1|2016-11-01	Africa	Domestic Birds	H5N1	Egypt	EPI1307768	NA	2.2.1.2	2.2	A/chicken/Egypt/CAG139/2016	NA	NA	N	2016-11-01
EPI1308291|A/goose/Nigeria/16VIR5840-3/2015|H5N1|2015-01-13	Africa	Domestic Birds	H5N1	Nigeria	EPI1308291	NA	2.3.2.1c	2.3.2.1	A/goose/Nigeria/16VIR5840-3/2015	NA	NA	N	2015-01-13
EPI1308292|A/turkey/Nigeria/16VIR5840-79/2016|H5N1|2016-01-06	Africa	Domestic Birds	H5N1	Nigeria	EPI1308292	NA	2.3.2.1c	2.3.2.1	A/turkey/Nigeria/16VIR5840-79/2016	NA	NA	N	2016-01-06
EPI1308293|A/duck/Nigeria/16VIR5840-83/2016|H5N1|2016-01-11	Africa	Domestic Birds	H5N1	Nigeria	EPI1308293	NA	2.3.2.1c	2.3.2.1	A/duck/Nigeria/16VIR5840-83/2016	NA	NA	N	2016-01-11
EPI1308330|A/duck/Nigeria/16VIR5840-2/2015|H5N1|2015-01-14	Africa	Domestic Birds	H5N1	Nigeria	EPI1308330	NA	2.3.2.1c	2.3.2.1	A/duck/Nigeria/16VIR5840-2/2015	NA	NA	N	2015-01-14
EPI1308331|A/duck/Nigeria/16VIR5840-4/2015|H5N1|2015-01-13	Africa	Domestic Birds	H5N1	Nigeria	EPI1308331	NA	2.3.2.1c	2.3.2.1	A/duck/Nigeria/16VIR5840-4/2015	NA	NA	N	2015-01-13
EPI1308332|A/chicken/Nigeria/16VIR5840-90/2016|H5N1|2016-02-12	Africa	Domestic Birds	H5N1	Nigeria	EPI1308332	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-90/2016	NA	NA	N	2016-02-12
EPI1308334|A/chicken/Nigeria/16VIR5840-96/2016|H5N1|2016-03-10	Africa	Domestic Birds	H5N1	Nigeria	EPI1308334	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-96/2016	NA	NA	N	2016-03-10
EPI1308335|A/chicken/Nigeria/16VIR5840-97/2016|H5N1|2016-03-16	Africa	Domestic Birds	H5N1	Nigeria	EPI1308335	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-97/2016	NA	NA	N	2016-03-16
EPI1308336|A/chicken/Nigeria/16VIR5840-99/2016|H5N1|2016-04-02	Africa	Domestic Birds	H5N1	Nigeria	EPI1308336	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-99/2016	NA	NA	N	2016-04-02
EPI1308384|A/chicken/Nigeria/16VIR5840-9/2015|H5N1|2015-01-24	Africa	Domestic Birds	H5N1	Nigeria	EPI1308384	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-9/2015	NA	NA	N	2015-01-24
EPI1308385|A/chicken/Nigeria/16VIR5840-89/2016|H5N1|2016-02-05	Africa	Domestic Birds	H5N1	Nigeria	EPI1308385	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-89/2016	NA	NA	N	2016-02-05
EPI1308386|A/chicken/Nigeria/16VIR5840-92/2016|H5N1|2016-03-04	Africa	Domestic Birds	H5N1	Nigeria	EPI1308386	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-92/2016	NA	NA	N	2016-03-04
EPI1308387|A/chicken/Nigeria/16VIR5840-93/2016|H5N1|2016-03-07	Africa	Domestic Birds	H5N1	Nigeria	EPI1308387	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-93/2016	NA	NA	N	2016-03-07
EPI1308388|A/chicken/Nigeria/16VIR5840-94/2016|H5N1|2016-03-07	Africa	Domestic Birds	H5N1	Nigeria	EPI1308388	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-94/2016	NA	NA	N	2016-03-07
EPI1308389|A/chicken/Nigeria/16VIR5840-95/2016|H5N1|2016-03-07	Africa	Domestic Birds	H5N1	Nigeria	EPI1308389	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-95/2016	NA	NA	N	2016-03-07
EPI1308431|A/chicken/Nigeria/16VIR5840-81/2016|H5N1|2016-01-12	Africa	Domestic Birds	H5N1	Nigeria	EPI1308431	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-81/2016	NA	NA	N	2016-01-12
EPI1308432|A/chicken/Nigeria/16VIR5840-82/2016|H5N1|2016-01-14	Africa	Domestic Birds	H5N1	Nigeria	EPI1308432	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-82/2016	NA	NA	N	2016-01-14
EPI1308433|A/chicken/Nigeria/16VIR5840-84/2016|H5N1|2016-01-17	Africa	Domestic Birds	H5N1	Nigeria	EPI1308433	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-84/2016	NA	NA	N	2016-01-17
EPI1308434|A/chicken/Nigeria/16VIR5840-85/2016|H5N1|2016-01-18	Africa	Domestic Birds	H5N1	Nigeria	EPI1308434	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-85/2016	NA	NA	N	2016-01-18
EPI1308435|A/chicken/Nigeria/16VIR5840-86/2016|H5N1|2016-01-19	Africa	Domestic Birds	H5N1	Nigeria	EPI1308435	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-86/2016	NA	NA	N	2016-01-19
EPI1308436|A/chicken/Nigeria/16VIR5840-87/2016|H5N1|2016-02-01	Africa	Domestic Birds	H5N1	Nigeria	EPI1308436	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-87/2016	NA	NA	N	2016-02-01
EPI1308437|A/chicken/Nigeria/16VIR5840-88/2016|H5N1|2016-02-01	Africa	Domestic Birds	H5N1	Nigeria	EPI1308437	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-88/2016	NA	NA	N	2016-02-01
EPI1308485|A/chicken/Nigeria/16VIR5840-8/2015|H5N1|2015-01-21	Africa	Domestic Birds	H5N1	Nigeria	EPI1308485	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-8/2015	NA	NA	N	2015-01-21
EPI1308486|A/chicken/Nigeria/16VIR5840-75/2015|H5N1|2015-12-31	Africa	Domestic Birds	H5N1	Nigeria	EPI1308486	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-75/2015	NA	NA	N	2015-12-31
EPI1308487|A/chicken/Nigeria/16VIR5840-76/2015|H5N1|2015-12-28	Africa	Domestic Birds	H5N1	Nigeria	EPI1308487	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-76/2015	NA	NA	N	2015-12-28
EPI1308488|A/chicken/Nigeria/16VIR5840-77/2016|H5N1|2016-01-05	Africa	Domestic Birds	H5N1	Nigeria	EPI1308488	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-77/2016	NA	NA	N	2016-01-05
EPI1308489|A/chicken/Nigeria/16VIR5840-78/2016|H5N1|2016-01-05	Africa	Domestic Birds	H5N1	Nigeria	EPI1308489	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-78/2016	NA	NA	N	2016-01-05
EPI1308490|A/chicken/Nigeria/16VIR5840-80/2016|H5N1|2016-01-09	Africa	Domestic Birds	H5N1	Nigeria	EPI1308490	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-80/2016	NA	NA	N	2016-01-09
EPI1308534|A/chicken/Nigeria/16VIR5840-7/2015|H5N1|2015-01-20	Africa	Domestic Birds	H5N1	Nigeria	EPI1308534	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-7/2015	NA	NA	N	2015-01-20
EPI1308535|A/chicken/Nigeria/16VIR5840-70/2015|H5N1|2015-09-30	Africa	Domestic Birds	H5N1	Nigeria	EPI1308535	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-70/2015	NA	NA	N	2015-09-30
EPI1308536|A/chicken/Nigeria/16VIR5840-71/2015|H5N1|2015-10-07	Africa	Domestic Birds	H5N1	Nigeria	EPI1308536	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-71/2015	NA	NA	N	2015-10-07
EPI1308537|A/chicken/Nigeria/16VIR5840-72/2015|H5N1|2015-10-27	Africa	Domestic Birds	H5N1	Nigeria	EPI1308537	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-72/2015	NA	NA	N	2015-10-27
EPI1308538|A/chicken/Nigeria/16VIR5840-73/2015|H5N1|2015-11-13	Africa	Domestic Birds	H5N1	Nigeria	EPI1308538	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-73/2015	NA	NA	N	2015-11-13
EPI1308539|A/chicken/Nigeria/16VIR5840-74/2015|H5N1|2015-12-11	Africa	Domestic Birds	H5N1	Nigeria	EPI1308539	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-74/2015	NA	NA	N	2015-12-11
EPI1308583|A/chicken/Nigeria/16VIR5840-64/2015|H5N1|2015-08-17	Africa	Domestic Birds	H5N1	Nigeria	EPI1308583	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-64/2015	NA	NA	N	2015-08-17
EPI1308584|A/chicken/Nigeria/16VIR5840-65/2015|H5N1|2015-08-20	Africa	Domestic Birds	H5N1	Nigeria	EPI1308584	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-65/2015	NA	NA	N	2015-08-20
EPI1308585|A/chicken/Nigeria/16VIR5840-66/2015|H5N1|2015-08-21	Africa	Domestic Birds	H5N1	Nigeria	EPI1308585	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-66/2015	NA	NA	N	2015-08-21
EPI1308586|A/chicken/Nigeria/16VIR5840-67/2015|H5N1|2015-08-22	Africa	Domestic Birds	H5N1	Nigeria	EPI1308586	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-67/2015	NA	NA	N	2015-08-22
EPI1308587|A/chicken/Nigeria/16VIR5840-68/2015|H5N1|2015-08-24	Africa	Domestic Birds	H5N1	Nigeria	EPI1308587	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-68/2015	NA	NA	N	2015-08-24
EPI1308588|A/chicken/Nigeria/16VIR5840-69/2015|H5N1|2015-09-17	Africa	Domestic Birds	H5N1	Nigeria	EPI1308588	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-69/2015	NA	NA	N	2015-09-17
EPI1308633|A/chicken/Nigeria/16VIR5840-6/2015|H5N1|2015-01-19	Africa	Domestic Birds	H5N1	Nigeria	EPI1308633	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-6/2015	NA	NA	N	2015-01-19
EPI1308634|A/chicken/Nigeria/16VIR5840-58/2015|H5N1|2015-04-24	Africa	Domestic Birds	H5N1	Nigeria	EPI1308634	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-58/2015	NA	NA	N	2015-04-24
EPI1308636|A/chicken/Nigeria/16VIR5840-60/2015|H5N1|2015-07-14	Africa	Domestic Birds	H5N1	Nigeria	EPI1308636	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-60/2015	NA	NA	N	2015-07-14
EPI1308637|A/chicken/Nigeria/16VIR5840-61/2015|H5N1|2015-07-29	Africa	Domestic Birds	H5N1	Nigeria	EPI1308637	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-61/2015	NA	NA	N	2015-07-29
EPI1308638|A/chicken/Nigeria/16VIR5840-62/2015|H5N1|2015-08-05	Africa	Domestic Birds	H5N1	Nigeria	EPI1308638	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-62/2015	NA	NA	N	2015-08-05
EPI1308639|A/chicken/Nigeria/16VIR5840-63/2015|H5N1|2015-08-10	Africa	Domestic Birds	H5N1	Nigeria	EPI1308639	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-63/2015	NA	NA	N	2015-08-10
EPI1308683|A/chicken/Nigeria/16VIR5840-52/2015|H5N1|2015-03-27	Africa	Domestic Birds	H5N1	Nigeria	EPI1308683	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-52/2015	NA	NA	N	2015-03-27
EPI1308684|A/chicken/Nigeria/16VIR5840-53/2015|H5N1|2015-03-30	Africa	Domestic Birds	H5N1	Nigeria	EPI1308684	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-53/2015	NA	NA	N	2015-03-30
EPI1308685|A/chicken/Nigeria/16VIR5840-54/2015|H5N1|2015-03-30	Africa	Domestic Birds	H5N1	Nigeria	EPI1308685	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-54/2015	NA	NA	N	2015-03-30
EPI1308686|A/chicken/Nigeria/16VIR5840-55/2015|H5N1|2015-04-02	Africa	Domestic Birds	H5N1	Nigeria	EPI1308686	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-55/2015	NA	NA	N	2015-04-02
EPI1308687|A/chicken/Nigeria/16VIR5840-56/2015|H5N1|2015-04-14	Africa	Domestic Birds	H5N1	Nigeria	EPI1308687	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-56/2015	NA	NA	N	2015-04-14
EPI1308688|A/chicken/Nigeria/16VIR5840-57/2015|H5N1|2015-04-23	Africa	Domestic Birds	H5N1	Nigeria	EPI1308688	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-57/2015	NA	NA	N	2015-04-23
EPI1308733|A/chicken/Nigeria/16VIR5840-5/2015|H5N1|2015-01-17	Africa	Domestic Birds	H5N1	Nigeria	EPI1308733	NA	2.3.2.1c	2.3.2.1	A/chicken/Nigeria/16VIR5840-5/2015	NA	NA	N	2015-01-17
